Pair Address,Name,Symbol,Volume (24h),Volume (1h),Volume (5m),Buys (5m),Sells (5m),Price (Native),Liquidity (USD),Price Change (5m)
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,177220.36,104.02,0,0,0,0.4414,592113.45,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,177220.36,104.02,0,0,0,0.4414,592113.45,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,182743.12,8217.01,652.48,0,1,0.4363,588529.87,-0.29
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,5333.78,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,5333.78,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,1628.57,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,1628.57,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,1628.57,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333098.67,1628.57,0,0,0,0.4308,579660.52,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,3024.39,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,3024.39,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,334494.5,1395.82,0,0,0,0.4288,579707.71,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333667.08,1814.53,418.71,1,0,0.4318,582915.07,0.7
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,333667.08,1814.53,0,0,0,0.4318,582915.07,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,332981.73,1814.53,0,0,0,0.4318,582915.07,0
0x2a8Ff49323d42Be0Af7a1b2f3005b67da55E0c6b,Alvara,ALVA,327965.94,3961.57,3542.86,1,1,0.4380,587834.37,1.44
