Pair Address,Name,Symbol,Volume (24h),Volume (1h),Volume (5m),Buys (5m),Sells (5m),Price (Native),Liquidity (USD),Price Change (5m)
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,409.04,0,1,0.00008268,2771648.53,0.27
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,404458.16,3203.54,0,0,0,0.00008268,2771648.53,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,386288.33,7594.7,76.67,1,0,0.00008337,2782501.62,0.24
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,386288.33,7594.7,76.67,1,0,0.00008337,2782501.62,0.24
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,386288.33,7594.7,76.67,1,0,0.00008337,2782501.62,0.24
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,335658.31,4274.73,0,0,0,0.00008072,2714403.49,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,335658.31,4274.73,0,0,0,0.00008072,2714403.49,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,335658.31,4274.73,0,0,0,0.00008072,2714403.49,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336735.37,5351.79,1077.05,1,0,0.00008093,2719255.44,0.26
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,336945.39,5561.81,1287.08,2,0,0.00008095,2719649.7,0.29
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,339135.13,6883.71,0,0,0,0.00008073,2716620.85,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,339135.13,6883.71,0,0,0,0.00008073,2716620.85,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,339135.13,6883.71,0,0,0,0.00008073,2716620.85,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,2500.12,1,0,0.00008123,2728322,0.61
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,2500.12,1,0,0.00008123,2728322,0.61
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,2500.12,1,0,0.00008123,2728322,0.61
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,341635.25,9383.83,0,0,0,0.00008123,2728322,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,342888.17,10636.75,1252.91,0,1,0.00008118,2729178.44,-0.06
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,342888.17,10636.75,1252.91,0,1,0.00008118,2729178.44,-0.06
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,342888.17,10636.75,1252.91,0,1,0.00008118,2729178.44,-0.06
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,342888.17,10636.75,1252.91,0,1,0.00008118,2729178.44,-0.06
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,342888.17,10636.75,1252.91,0,1,0.00008118,2729178.44,-0.06
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,374495.06,37171.65,0,0,0,0.00008303,2764111.3,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,374495.06,37171.65,0,0,0,0.00008303,2764111.3,0
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,38376.47,1204.81,2,0,0.00008322,2767971.58,0.23
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,375699.88,35876.35,662.22,1,0,0.00008322,2767971.58,0.1
0x2049DF3435bDBB36d22F98FCd2E5027049A1f3Ce,Messier,M87,392130.02,49759.18,0,0,0,0.00008574,2804772.58,0
